systemID,systemName,x,y,2271,2317,2319,2341,2366,2571,2596,2750,2765,2767,2772,2773,2774,2783,2786,2821,2822,2830,2864,3025,3030,3040,3049,3050a,3050b,3050c,3051,3052,3057,3058,3059a,3059b,3059c,3059d,3063,3067,3068,3075,3079,3081,3085,3095,3130,3135,3145,3151,3152
2738,Weingarten,-19.402,300.325,U,U,U,U,U,U,U,LC|Tamar Pact|Tamar Domains,LC|Tamar Pact|Tamar Domains,LC|Tamar Pact|Tamar Domains,LC|Tamar Pact|Tamar Domains,LC|Tamar Pact|Tamar Domains,LC|Tamar Pact|Tamar Domains,LC|Tamar Pact|Tamar Domains,LC|Tamar Pact|Tamar Domains,LC|Tamar Pact|Tamar Domains,LC|Tamar Pact|Tamar Domains,LC|Tamar Pact|Tamar Domains,LC|Tamar Pact|Tamar Domains,DC|Rasalhague Military District|Radstadt Prefecture,LC|Tamar Pact|Tamar Domains,FR|Radstadt Province,FR|Radstadt Province,FR|Radstadt Province,FR|Radstadt Province,FR|Radstadt Province,FR|Radstadt Province,CWF,CWF,CWF,CWF,CWF,CWF,CWF,CWF,CWF,CWF,CWF|National Capital,CWF|National Capital,CWF,CWF,CWF,CWF,CWF,CHH,CHH,CHH
2739,Weippe,317.420,-307.107,U,U,U,U,U,TC,FS|Capellan March|Taygeta Operational Area|Region 2,FS|Capellan March|Taygeta Operational Area|Region 2,FS|Capellan March|Taygeta Operational Area|Region 2,FS|Capellan March|Taygeta Operational Area|Region 2,FS|Capellan March|Taygeta Operational Area|Region 2,FS|Capellan March|Taygeta Operational Area|Region 2,FS|Capellan March|Taygeta Operational Area|Region 2,FS|Capellan March|Taygeta Operational Area|Region 2,FS|Capellan March|Taygeta Operational Area|Region 2,FS|Capellan March|Taygeta Operational Area|Region 2,FS|Capellan March|Taygeta Operational Area|Region 2,FS|Capellan March|Taygeta Operational Area|Region 2,FS|Capellan March|Taygeta Operational Area|Region 2,FS|Capellan March|Taygeta Operational Area|Warren PDZ,FS|Capellan March|Taygeta Operational Area|Warren PDZ,FCF|Capellan March|Taygeta Operational Area|Warren PDZ,FCF|Capellan March|Taygeta Operational Area|Warren PDZ,FCF|Capellan March|Taygeta Operational Area|Warren PDZ,FCF|Capellan March|Taygeta Operational Area|Warren PDZ,FCF|Capellan March|Taygeta Operational Area|Warren PDZ,FCF|Capellan March|Taygeta Operational Area|Warren PDZ,FCF|Capellan March|Taygeta Operational Area|Warren PDZ,FCF|Capellan March|Taygeta Operational Area|Warren PDZ,FCF|Capellan March|Taygeta Operational Area|Warren PDZ,FCF|Capellan March|Taygeta Operational Area|Warren PDZ,FCF|Capellan March|Taygeta Operational Area|Warren PDZ,FCF|Capellan March|Taygeta Operational Area|Warren PDZ,FCF|Capellan March|Taygeta Operational Area|Warren PDZ,FCF|Capellan March|Taygeta Operational Area|Warren PDZ,FS|Capellan March|Taygeta Operational Area|Warren PDZ,FS|Capellan March|Taygeta Operational Area|Warren PDZ,FS|Capellan March|Taygeta Operational Area|Warren PDZ,FS|Periphery March|June Operational Area|Warren PDZ,FS|Periphery March|June Operational Area|Warren PDZ,FS|Periphery March|June Operational Area|Warren PDZ,FS|Periphery March|June Operational Area|Warren PDZ,FS|Periphery March|June Operational Area|Warren PDZ,FS|Periphery March|June Operational Area|Warren PDZ,FS|Periphery March|June Operational Area|Warren PDZ,FS|Periphery March|June Operational Area|Warren PDZ,FS|Periphery March|June Operational Area|Warren PDZ
2740,Weisau,377.137,134.115,U,U,I,I,I,OA,DC|Galedon Military District|Kaznejoy Prefecture,DC|Galedon Military District|Kaznejoy Prefecture,DC|Galedon Military District|Kaznejoy Prefecture,DC|Galedon Military District|Kaznejoy Prefecture,DC|Galedon Military District|Kaznejoy Prefecture,DC|Galedon Military District|Kaznejoy Prefecture,DC|Galedon Military District|Kaznejoy Prefecture,DC|Galedon Military District|Kaznejoy Prefecture,DC|Galedon Military District|Kaznejoy Prefecture,DC|Galedon Military District|Kaznejoy Prefecture,DC|Galedon Military District|Kaznejoy Prefecture,DC|Galedon Military District|Kaznejoy Prefecture,DC|Galedon Military District|Kaznejoy Prefecture,DC|Galedon Military District|Kaznejoy Prefecture,DC|Galedon Military District|Kaznejoy Prefecture,DC|Galedon Military District|Kaznejoy Prefecture,DC|Galedon Military District|Kaznejoy Prefecture,DC|Galedon Military District|Kaznejoy Prefecture,DC|Galedon Military District|Kaznejoy Prefecture,DC|Galedon Military District|Kaznejoy Prefecture,DC|Galedon Military District|Kaznejoy Prefecture,DC|Galedon Military District|Kaznejoy Prefecture,DC|Galedon Military District|Kaznejoy Prefecture,DC|Galedon Military District|Kaznejoy Prefecture,DC|Galedon Military District|Kaznejoy Prefecture,DC|Galedon Military District|Kaznejoy Prefecture,DC|Galedon Military District|Kaznejoy Prefecture,DC|Galedon Military District|Kaznejoy Prefecture,DC|Galedon Military District|Kaznejoy Prefecture,DC|Galedon Military District|Kaznejoy Prefecture,DC|Galedon Military District|Kaznejoy Prefecture,OA|Ramora Province,OA|Ramora Province,OA|Ramora Province,RA,RA,DC|New Samarkand Military District|Kaznejoy Prefecture,DC|New Samarkand Military District|Kaznejoy Prefecture,DC|New Samarkand Military District|Kaznejoy Prefecture,DC|New Samarkand Military District|Kaznejoy Prefecture,DC|New Samarkand Military District|Kaznejoy Prefecture
2741,Weistheimer,-244.905,-519.158,U,U,U,U,U,U,U,MOC|Ballad Province,MOC|Ballad Province,MOC|Ballad Province,MOC|Ballad Province,MOC|Ballad Province,MOC|Ballad Province,MOC|Ballad Province,MOC|Ballad Province,MOC|Ballad Province,MOC|Ballad Province,MOC|Ballad Province,MOC,A,,MOC,MOC,MOC,MOC,MOC,MOC,MOC,MOC,MOC,MOC,MOC,MOC,MOC,MOC,MOC,MOC,MOC,MOC,MOC,MOC,MOC,A,A,A,A,A
2742,Weitinger,125.018,-343.960,U,U,U,U,U,U,U,CC|Sian Commonality|Region 11,CC|Sian Commonality|Region 11,CC|Sian Commonality|Region 11,CC|Sian Commonality|Region 11,CC|Sian Commonality|Region 11,CC|Sian Commonality|Region 11,CC|Sian Commonality|Region 11,CC|Sian Commonality|Region 11,CC|Sian Commonality|Region 11,CC|Sian Commonality|Region 11,CC|Sian Commonality|Region 11,CC|Sian Commonality|Region 11,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
2743,Weiz,177.429,-249.212,U,U,U,U,U,U,U,FS|Capellan March|Taygeta Operational Area|Region 1,FS|Capellan March|Taygeta Operational Area|Region 1,FS|Capellan March|Taygeta Operational Area|Region 1,FS|Capellan March|Taygeta Operational Area|Region 1,FS|Capellan March|Taygeta Operational Area|Region 1,FS|Capellan March|Taygeta Operational Area|Region 1,FS|Capellan March|Taygeta Operational Area|Region 1,FS|Capellan March|Taygeta Operational Area|Region 1,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
2744,Weldon,429.601,-92.846,U,U,U,U,U,U,U,FS|Crucis March|Minette Operational Area|Point Barrow Combat Region,FS|Crucis March|Minette Operational Area|Point Barrow Combat Region,FS|Crucis March|Minette Operational Area|Point Barrow Combat Region,FS|Crucis March|Minette Operational Area|Point Barrow Combat Region,FS|Crucis March|Minette Operational Area|Point Barrow Combat Region,FS|Crucis March|Minette Operational Area|Point Barrow Combat Region,FS|Crucis March|Minette Operational Area|Point Barrow Combat Region,FS|Crucis March|Minette Operational Area|Point Barrow Combat Region,FS|Crucis March|Minette Operational Area|Point Barrow Combat Region,FS|Crucis March|Minette Operational Area|Point Barrow Combat Region,FS|Crucis March|Minette Operational Area|Point Barrow Combat Region,FS|Crucis March|Minette Operational Area|Point Barrow Combat Region,FS|Crucis March|Minette Operational Area|Point Barrow Combat Region,FS|Crucis March|Minette Operational Area|Point Barrow Combat Region,FCF|Crucis March|Minette Operational Area|Point Barrow Combat Region,FCF|Crucis March|Minette Operational Area|Point Barrow Combat Region,FCF|Crucis March|Minette Operational Area|Point Barrow Combat Region,FCF|Crucis March|Minette Operational Area|Point Barrow Combat Region,FCF|Crucis March|Minette Operational Area|Point Barrow Combat Region,FCF|Crucis March|Minette Operational Area|Point Barrow Combat Region,FCF|Crucis March|Minette Operational Area|Point Barrow Combat Region,FCF|Crucis March|Minette Operational Area|Point Barrow Combat Region,FCF|Crucis March|Minette Operational Area|Point Barrow Combat Region,FCF|Crucis March|Minette Operational Area|Point Barrow Combat Region,FCF|Crucis March|Minette Operational Area|Point Barrow Combat Region,FCF|Crucis March|Minette Operational Area|Point Barrow Combat Region,FCF|Crucis March|Minette Operational Area|Point Barrow Combat Region,FCF|Crucis March|Minette Operational Area|Point Barrow Combat Region,FS|Crucis March|Minette Operational Area|Point Barrow Combat Region,FS|Crucis March|Minette Operational Area|Point Barrow Combat Region,FS|Crucis March|Minette Operational Area|Point Barrow Combat Region,FS|Crucis March|Minette Operational Area|Point Barrow Combat Region,FS|Crucis March|Minette Operational Area|Point Barrow Combat Region,FS|Crucis March|Minette Operational Area|Point Barrow Combat Region,FS|Crucis March|Minette Operational Area|Point Barrow Combat Region,FS|Crucis March|Minette Operational Area|Point Barrow Combat Region,FS|Crucis March|Minette Operational Area|Point Barrow Combat Region,FS|Crucis March|Minette Operational Area|Point Barrow Combat Region,FS|Crucis March|Minette Operational Area|Point Barrow Combat Region,FS|Crucis March|Minette Operational Area|Point Barrow Combat Region
2745,Weldry,73.944,-417.248,U,U,U,U,U,U,U,CC|Sian Commonality|Region 14,CC|Sian Commonality|Region 14,CC|Sian Commonality|Region 14,CC|Sian Commonality|Region 14,CC|Sian Commonality|Region 14,CC|Sian Commonality|Region 14,CC|Sian Commonality|Region 14,CC|Sian Commonality|Region 14,,A,A,A,AuC,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
2746,Werfer,237.267,-344.033,U,U,U,U,U,TC,FS|Capellan March|Taygeta Operational Area|Region 2,FS|Capellan March|Taygeta Operational Area|Region 2,FS|Capellan March|Taygeta Operational Area|Region 2,FS|Capellan March|Taygeta Operational Area|Region 2,FS|Capellan March|Taygeta Operational Area|Region 2,FS|Capellan March|Taygeta Operational Area|Region 2,FS|Capellan March|Taygeta Operational Area|Region 2,FS|Capellan March|Taygeta Operational Area|Region 2,FS|Capellan March|Taygeta Operational Area|Region 2,FS|Capellan March|Taygeta Operational Area|Region 2,FS|Capellan March|Taygeta Operational Area|Region 2,FS|Capellan March|Taygeta Operational Area|Region 2,FS|Capellan March|Taygeta Operational Area|Region 2,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
2747,Wernke [Talon],248.407,-230.887,U,CCom,CCom,CCom,CCom,FS|Capellan March|Taygeta Operational Area|Region 1,FS|Capellan March|Taygeta Operational Area|Region 1,FS|Capellan March|Taygeta Operational Area|Region 1,FS|Capellan March|Taygeta Operational Area|Region 1,FS|Capellan March|Taygeta Operational Area|Region 1,FS|Capellan March|Taygeta Operational Area|Region 1,FS|Capellan March|Taygeta Operational Area|Region 1,FS|Capellan March|Taygeta Operational Area|Region 1,FS|Capellan March|Taygeta Operational Area|Region 1,FS|Capellan March|Taygeta Operational Area|Region 1,FS|Capellan March|Taygeta Operational Area|Region 2,FS|Capellan March|Taygeta Operational Area|Region 2,FS|Capellan March|Taygeta Operational Area|Region 2,FS|Capellan March|Taygeta Operational Area|Region 2,FS|Capellan March|Taygeta Operational Area|New Syrtis PDZ,FS|Capellan March|Taygeta Operational Area|New Syrtis PDZ,FCF|Capellan March|Taygeta Operational Area|New Syrtis PDZ,FCF|Capellan March|Taygeta Operational Area|New Syrtis PDZ,FCF|Capellan March|Taygeta Operational Area|New Syrtis PDZ,FCF|Capellan March|Taygeta Operational Area|New Syrtis PDZ,FCF|Capellan March|Taygeta Operational Area|New Syrtis PDZ,FCF|Capellan March|Taygeta Operational Area|New Syrtis PDZ,FCF|Capellan March|Taygeta Operational Area|New Syrtis PDZ,FCF|Capellan March|Taygeta Operational Area|New Syrtis PDZ,FCF|Capellan March|Taygeta Operational Area|New Syrtis PDZ,FCF|Capellan March|Taygeta Operational Area|New Syrtis PDZ,FCF|Capellan March|Taygeta Operational Area|New Syrtis PDZ,FCF|Capellan March|Taygeta Operational Area|New Syrtis PDZ,FCF|Capellan March|Taygeta Operational Area|New Syrtis PDZ,FCF|Capellan March|Taygeta Operational Area|New Syrtis PDZ,FS|Capellan March|Taygeta Operational Area|New Syrtis PDZ,FS|Capellan March|Taygeta Operational Area|New Syrtis PDZ,FS|Capellan March|Taygeta Operational Area|New Syrtis PDZ,FS|Capellan March|Taygeta Operational Area|New Syrtis PDZ,FS|Capellan March|Taygeta Operational Area|New Syrtis PDZ,FS|Capellan March|Taygeta Operational Area|New Syrtis PDZ,FS|Capellan March|Taygeta Operational Area|New Syrtis PDZ,FS|Capellan March|Taygeta Operational Area|New Syrtis PDZ,FS|Capellan March|Taygeta Operational Area|New Syrtis PDZ,FS|Capellan March|Sirdar Operational Area|New Syrtis PDZ,FS|Capellan March|Sirdar Operational Area|New Syrtis PDZ,FS|Capellan March|Sirdar Operational Area|New Syrtis PDZ
2748,Westerhand,-5.436,-276.084,I,I,I,I,SiS,CC|Sian Commonality|Region 3,CC|Sian Commonality|Region 3,CC|Sian Commonality|Region 3,CC|Sian Commonality|Region 3,CC|Sian Commonality|Region 3,CC|Sian Commonality|Region 3,CC|Sian Commonality|Region 3,CC|Sian Commonality|Region 3,CC|Sian Commonality|Region 3,CC|Sian Commonality|Region 3,CC|Sian Commonality|Region 3,CC|Sian Commonality|Region 3,CC|Sian Commonality|Region 3,CC|Sian Commonality|Region 3,CC|Sian Commonality|Region 2,CC|Sian Commonality|Region 2,CC|Sian Commonality|Region 2,CC|Sian Commonality|Region 2,CC|Sian Commonality|Region 2,CC|Sian Commonality|Region 2,CC|Sian Commonality|Region 2,CC|Sian Commonality|Region 2,CC|Sian Commonality|Region 2,CC|Sian Commonality|Region 2,CC|Sian Commonality|Region 2,CC|Sian Commonality|Region 2,CC|Sian Commonality|Region 2,CC|Sian Commonality|Region 2,CC|Sian Commonality|Region 2,CC|Sian Commonality|Region 2,CC|Sian Commonality|Region 2,CC|Sian Commonality|Region 2,CC|Sian Commonality|Region 2,CC|Sian Commonality|Region 2,CC|Sian Commonality|Region 2,CC|Sian Commonality|Region 2,CC|Sian Commonality|Region 2,CC|Sian Commonality|Region 3,CC|Sian Commonality|Region 3,CC|Sian Commonality|Region 3,CC|Sian Commonality|Region 3,DA
2749,Westerstede,-207.554,170.044,U,U,U,PD,LC|Protectorate of Donegal,LC|Protectorate of Donegal|District of Donegal,LC|Protectorate of Donegal|District of Donegal,LC|Protectorate of Donegal|District of Donegal,LC|Protectorate of Donegal|District of Donegal,LC|Protectorate of Donegal|District of Donegal,LC|Protectorate of Donegal|District of Donegal,LC|Protectorate of Donegal|District of Donegal,LC|Protectorate of Donegal|District of Donegal,LC|Protectorate of Donegal|District of Donegal,LC|Protectorate of Donegal|District of Donegal,LC|Protectorate of Donegal|District of Donegal,LC|Protectorate of Donegal|District of Donegal,LC|Protectorate of Donegal|District of Donegal,LC|Protectorate of Donegal|District of Donegal,LC|Protectorate of Donegal|District of Donegal,LC|Protectorate of Donegal|District of Donegal,FCL|Donegal March|Pherkad Operational Area|Region 1,FCL|Donegal March|Pherkad Operational Area|Region 1,FCL|Donegal March|Pherkad Operational Area|Region 1,FCL|Donegal March|Pherkad Operational Area|Region 1,FCL|Donegal March|Pherkad Operational Area|Region 1,FCL|Donegal March|Pherkad Operational Area|Region 1,FCL|Donegal March|Pherkad Operational Area|Region 1,LA|Donegal March|Pherkad Operational Area|Region 1,LA|Donegal Province,LA|Donegal Province,LA|Donegal Province,LA|Donegal Province,LA|Donegal Province,LA|Donegal Province,LA|Donegal Province,LA|Donegal Province,LA|Donegal Province,LA|Donegal Province,LA|Donegal Province,LC|Donegal Province,LC|Donegal Province,LC|Donegal Province,LC|Donegal Province,CJF,CJF,LC|Donegal Province
2750,Westfield,235.565,107.666,U,U,U,U,U,U,U,DC|Galedon Military District|Matsuida Prefecture,DC|Galedon Military District|Matsuida Prefecture,DC|Galedon Military District|Matsuida Prefecture,DC|Galedon Military District|Matsuida Prefecture,DC|Galedon Military District|Matsuida Prefecture,DC|Galedon Military District|Matsuida Prefecture,DC|Galedon Military District|Matsuida Prefecture,DC|Galedon Military District|Matsuida Prefecture,DC|Galedon Military District|Matsuida Prefecture,DC|Galedon Military District|Matsuida Prefecture,DC|Galedon Military District|Matsuida Prefecture,DC|Galedon Military District|Matsuida Prefecture,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
2751,Westover,-304.487,-210.471,U,U,U,U,U,FWL|Principality of Regulus,FWL|Principality of Regulus,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,I,I,I,I,I,FWL|Rim Commonality,FWL|Rim Commonality,FWL|Rim Commonality
2752,Westphalia,125.246,-103.713,U,U,U,U,U,U,U,CC|Sarna Commonality|Region 2,CC|Sarna Commonality|Region 2,CC|Sarna Commonality|Region 2,CC|Sarna Commonality|Region 2,CC|Sarna Commonality|Region 2,CC|Sarna Commonality|Region 2,CC|Sarna Commonality|Region 2,CC|Sarna Commonality|Region 2,CC|Sarna Commonality|Region 2,CC|Sarna Commonality|Region 2,FS|Capellan March|Kathil Operational Area|Region 1,FS|Capellan March|Kathil Operational Area|Region 1,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
2753,Wetumpka,527.319,-164.480,U,U,U,U,U,FS|Crucis March|Minette Operational Area|Broken Wheel Combat Region,FS|Crucis March|Minette Operational Area|Broken Wheel Combat Region,FS|Crucis March|Minette Operational Area|Broken Wheel Combat Region,FS|Crucis March|Minette Operational Area|Broken Wheel Combat Region,FS|Crucis March|Minette Operational Area|Broken Wheel Combat Region,FS|Crucis March|Minette Operational Area|Broken Wheel Combat Region,FS|Crucis March|Minette Operational Area|Broken Wheel Combat Region,FS|Crucis March|Minette Operational Area|Broken Wheel Combat Region,FS|Crucis March|Minette Operational Area|Broken Wheel Combat Region,FS|Crucis March|Minette Operational Area|Broken Wheel Combat Region,FS|Crucis March|Minette Operational Area|Broken Wheel Combat Region,FS|Crucis March|Minette Operational Area|Broken Wheel Combat Region,FS|Crucis March|Minette Operational Area|Broken Wheel Combat Region,FS|Crucis March|Minette Operational Area|Broken Wheel Combat Region,FS|Crucis March|Minette Operational Area|Broken Wheel Combat Region,FS|Crucis March|Minette Operational Area|Broken Wheel Combat Region,FCF|Crucis March|Minette Operational Area|Broken Wheel Combat Region,FCF|Crucis March|Minette Operational Area|Broken Wheel Combat Region,FCF|Crucis March|Minette Operational Area|Broken Wheel Combat Region,FCF|Crucis March|Minette Operational Area|Broken Wheel Combat Region,FCF|Crucis March|Minette Operational Area|Broken Wheel Combat Region,FCF|Crucis March|Minette Operational Area|Broken Wheel Combat Region,FCF|Crucis March|Minette Operational Area|Broken Wheel Combat Region,FCF|Crucis March|Minette Operational Area|Broken Wheel Combat Region,FCF|Crucis March|Minette Operational Area|Broken Wheel Combat Region,FCF|Crucis March|Minette Operational Area|Broken Wheel Combat Region,FCF|Crucis March|Minette Operational Area|Broken Wheel Combat Region,FCF|Crucis March|Minette Operational Area|Broken Wheel Combat Region,FCF|Crucis March|Minette Operational Area|Broken Wheel Combat Region,FCF|Crucis March|Minette Operational Area|Broken Wheel Combat Region,FS|Crucis March|Minette Operational Area|Broken Wheel Combat Region,FS|Crucis March|Minette Operational Area|Broken Wheel Combat Region,FvC,FvC,FvC,FvC,FvC,FvC,FvC,FvC,FvC,FvC
2754,Wheel,-30.512,264.911,U,U,U,U,U,U,U,LC|Tamar Pact|Tamar Domains,LC|Tamar Pact|Tamar Domains,LC|Tamar Pact|Tamar Domains,LC|Tamar Pact|Tamar Domains,LC|Tamar Pact|Tamar Domains,LC|Tamar Pact|Tamar Domains,LC|Tamar Pact|Tamar Domains,LC|Tamar Pact|Tamar Domains,LC|Tamar Pact|Tamar Domains,LC|Tamar Pact|Tamar Domains,LC|Tamar Pact|Tamar Domains,LC|Tamar Pact|Tamar Domains,DC|Rasalhague Military District|Rubigen Prefecture,LC|Tamar Pact|Tamar Domains,FR|Skandia Province,FR|Skandia Province,FR|Skandia Province,FR|Skandia Province,FR|Skandia Province,FR|Skandia Province,CWF,CWF,CWF,CWF,CWF,CWF,CWF,CWF,CWF,CWF,CWF,CWF,CWF,CWF,CWF,CWF,CWF,CJF,CHH,CHH
